   1.0000000e+00   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   2.0000000e+00   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   3.0000000e+00   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   4.0000000e+00   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   5.0000000e+00   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   6.0000000e+00   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   7.0000000e+00   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   8.0000000e+00   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   9.0000000e+00   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   1.0000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   1.1000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   1.2000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   1.3000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   1.4000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   1.5000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   1.6000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   1.7000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   1.8000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   1.9000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   2.0000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   2.1000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   2.2000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   2.3000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   2.4000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   2.5000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   2.6000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   2.7000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   2.8000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   2.9000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   3.0000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   3.1000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   3.2000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   3.3000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   3.4000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   3.5000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   3.6000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   3.7000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   3.8000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   3.9000000e+01   3.1635317e-05  -2.2150826e-02   9.0609308e+02   3.1635317e-05  -2.2150826e-02   9.0609308e+02
   4.0000000e+01   3.5558320e-05  -2.5560985e-02   9.0679969e+02   3.2695141e-05  -2.3072102e-02   9.0628397e+02
   4.1000000e+01   9.6056952e-05  -7.9529676e-02   9.1838129e+02   4.9812728e-05  -3.8324466e-02   9.0955214e+02
   4.2000000e+01   2.6633887e-04  -2.3881016e-01   9.5472505e+02   1.0830861e-04  -9.2486922e-02   9.2175588e+02
   4.3000000e+01   4.7406791e-04  -4.5179548e-01   1.0087999e+03   2.0712076e-04  -1.8955636e-01   9.4527136e+02
   4.4000000e+01   6.2049742e-04  -6.4053119e-01   1.0678016e+03   3.1879703e-04  -3.1139001e-01   9.7837366e+02
   4.5000000e+01   6.7770468e-04  -7.7639529e-01   1.1265233e+03   4.1575816e-04  -4.3701408e-01   1.0183972e+03
   4.6000000e+01   7.2288314e-04  -9.1283299e-01   1.1945181e+03   7.1480423e-04  -9.0031658e-01   1.1898853e+03
   4.7000000e+01   7.9229057e-04  -1.0799519e+00   1.2783783e+03   7.8581919e-04  -1.0649494e+00   1.2709877e+03
   4.8000000e+01   8.9345113e-04  -1.2892568e+00   1.3823653e+03   8.8441894e-04  -1.2704335e+00   1.3730188e+03
   4.9000000e+01   1.0501330e-03  -1.5718924e+00   1.5167736e+03   1.0362263e-03  -1.5465939e+00   1.5047096e+03
   5.0000000e+01   1.3244863e-03  -2.0033237e+00   1.7040898e+03   1.3002954e-03  -1.9649948e+00   1.6873578e+03
   5.1000000e+01   1.3244863e-03  -2.0033237e+00   1.7040898e+03   1.3224562e-03  -2.0001071e+00   1.7026857e+03
   5.2000000e+01   1.3244863e-03  -2.0033237e+00   1.7040898e+03   1.3243159e-03  -2.0030537e+00   1.7039720e+03
   5.3000000e+01   1.3244863e-03  -2.0033237e+00   1.7040898e+03   1.3244720e-03  -2.0033010e+00   1.7040799e+03
   5.4000000e+01   1.3244863e-03  -2.0033237e+00   1.7040898e+03   1.3244851e-03  -2.0033218e+00   1.7040890e+03
   5.5000000e+01   1.3244863e-03  -2.0033237e+00   1.7040898e+03   1.3244862e-03  -2.0033235e+00   1.7040898e+03
   5.6000000e+01   1.3244863e-03  -2.0033237e+00   1.7040898e+03   1.3244863e-03  -2.0033237e+00   1.7040898e+03
   5.7000000e+01   1.3244863e-03  -2.0033237e+00   1.7040898e+03   1.3244863e-03  -2.0033237e+00   1.7040898e+03
   5.8000000e+01   1.3244863e-03  -2.0033237e+00   1.7040898e+03   1.3244863e-03  -2.0033237e+00   1.7040898e+03
   5.9000000e+01   1.3244863e-03  -2.0033237e+00   1.7040898e+03   1.3244863e-03  -2.0033237e+00   1.7040898e+03
   6.0000000e+01   1.3244863e-03  -2.0033237e+00   1.7040898e+03   1.3244863e-03  -2.0033237e+00   1.7040898e+03
   6.1000000e+01   1.3244863e-03  -2.0033237e+00   1.7040898e+03   1.3244863e-03  -2.0033237e+00   1.7040898e+03
